PROVINCE,PRICE,TYPE,YEAR,MONTH,DAY,INFLATION_RATE
تهران,107500.0,گوسفند,1394,3,4,15.6
تهران,110500.0,گوساله,1394,3,4,15.6
اصفهان,107500.0,گوسفند,1394,3,4,15.6
اصفهان,107500.0,گوساله,1394,3,4,15.6
يزد,127500.0,گوسفند,1394,3,4,15.6
يزد,114000.0,گوساله,1394,3,4,15.6
خراسان رضوی,108500.0,گوسفند,1394,3,4,15.6
خراسان رضوی,107500.0,گوساله,1394,3,4,15.6
فارس,112500.0,گوسفند,1394,3,4,15.6
فارس,105000.0,گوساله,1394,3,4,15.6
تهران,102500.0,گوسفند,1394,4,3,15.6
تهران,113500.0,گوساله,1394,4,3,15.6
اصفهان,102500.0,گوسفند,1394,4,3,15.6
اصفهان,113500.0,گوساله,1394,4,3,15.6
يزد,110000.0,گوسفند,1394,4,3,15.6
يزد,114000.0,گوساله,1394,4,3,15.6
خراسان رضوی,100000.0,گوسفند,1394,4,3,15.6
خراسان رضوی,97500.0,گوساله,1394,4,3,15.6
فارس,102500.0,گوسفند,1394,4,3,15.6
فارس,105000.0,گوساله,1394,4,3,15.6
تهران,105000.0,گوسفند,1394,3,19,15.6
تهران,115000.0,گوساله,1394,3,19,15.6
اصفهان,107500.0,گوسفند,1394,3,19,15.6
اصفهان,117500.0,گوساله,1394,3,19,15.6
يزد,110000.0,گوسفند,1394,3,19,15.6
يزد,114000.0,گوساله,1394,3,19,15.6
خراسان رضوی,107500.0,گوسفند,1394,3,19,15.6
خراسان رضوی,122500.0,گوساله,1394,3,19,15.6
فارس,107500.0,گوسفند,1394,3,19,15.6
فارس,105000.0,گوساله,1394,3,19,15.6
تهران,102500.0,گوسفند,1394,4,2,15.6
تهران,113500.0,گوساله,1394,4,2,15.6
اصفهان,102500.0,گوسفند,1394,4,2,15.6
اصفهان,113500.0,گوساله,1394,4,2,15.6
يزد,110000.0,گوسفند,1394,4,2,15.6
يزد,114000.0,گوساله,1394,4,2,15.6
خراسان رضوی,100000.0,گوسفند,1394,4,2,15.6
خراسان رضوی,97500.0,گوساله,1394,4,2,15.6
فارس,102500.0,گوسفند,1394,4,2,15.6
فارس,105000.0,گوساله,1394,4,2,15.6
تهران,105000.0,گوسفند,1394,3,20,15.6
تهران,115000.0,گوساله,1394,3,20,15.6
اصفهان,107500.0,گوسفند,1394,3,20,15.6
اصفهان,117500.0,گوساله,1394,3,20,15.6
يزد,110000.0,گوسفند,1394,3,20,15.6
يزد,114000.0,گوساله,1394,3,20,15.6
خراسان رضوی,107500.0,گوسفند,1394,3,20,15.6
خراسان رضوی,122500.0,گوساله,1394,3,20,15.6
فارس,107500.0,گوسفند,1394,3,20,15.6
فارس,105000.0,گوساله,1394,3,20,15.6
تهران,102500.0,گوسفند,1394,4,1,15.6
تهران,113500.0,گوساله,1394,4,1,15.6
اصفهان,102500.0,گوسفند,1394,4,1,15.6
اصفهان,113500.0,گوساله,1394,4,1,15.6
يزد,110000.0,گوسفند,1394,4,1,15.6
يزد,114000.0,گوساله,1394,4,1,15.6
خراسان رضوی,100000.0,گوسفند,1394,4,1,15.6
خراسان رضوی,97500.0,گوساله,1394,4,1,15.6
فارس,102500.0,گوسفند,1394,4,1,15.6
فارس,105000.0,گوساله,1394,4,1,15.6
تهران,102500.0,گوسفند,1394,3,30,15.6
تهران,113500.0,گوساله,1394,3,30,15.6
اصفهان,102500.0,گوسفند,1394,3,30,15.6
اصفهان,113500.0,گوساله,1394,3,30,15.6
يزد,110000.0,گوسفند,1394,3,30,15.6
يزد,114000.0,گوساله,1394,3,30,15.6
خراسان رضوی,100000.0,گوسفند,1394,3,30,15.6
خراسان رضوی,97500.0,گوساله,1394,3,30,15.6
فارس,102500.0,گوسفند,1394,3,30,15.6
فارس,105000.0,گوساله,1394,3,30,15.6
تهران,107500.0,گوسفند,1394,3,3,15.6
تهران,110500.0,گوساله,1394,3,3,15.6
اصفهان,107500.0,گوسفند,1394,3,3,15.6
اصفهان,107500.0,گوساله,1394,3,3,15.6
يزد,127500.0,گوسفند,1394,3,3,15.6
يزد,114000.0,گوساله,1394,3,3,15.6
خراسان رضوی,108500.0,گوسفند,1394,3,3,15.6
خراسان رضوی,107500.0,گوساله,1394,3,3,15.6
فارس,112500.0,گوسفند,1394,3,3,15.6
فارس,105000.0,گوساله,1394,3,3,15.6
تهران,102500.0,گوسفند,1394,4,6,15.6
تهران,120000.0,گوساله,1394,4,6,15.6
اصفهان,102500.0,گوسفند,1394,4,6,15.6
اصفهان,112500.0,گوساله,1394,4,6,15.6
يزد,110000.0,گوسفند,1394,4,6,15.6
يزد,114000.0,گوساله,1394,4,6,15.6
خراسان رضوی,107500.0,گوسفند,1394,4,6,15.6
خراسان رضوی,107500.0,گوساله,1394,4,6,15.6
فارس,102500.0,گوسفند,1394,4,6,15.6
فارس,107500.0,گوساله,1394,4,6,15.6
تهران,107500.0,گوسفند,1394,3,5,15.6
تهران,110500.0,گوساله,1394,3,5,15.6
اصفهان,107500.0,گوسفند,1394,3,5,15.6
اصفهان,107500.0,گوساله,1394,3,5,15.6
يزد,127500.0,گوسفند,1394,3,5,15.6
يزد,114000.0,گوساله,1394,3,5,15.6
خراسان رضوی,108500.0,گوسفند,1394,3,5,15.6
خراسان رضوی,107500.0,گوساله,1394,3,5,15.6
فارس,112500.0,گوسفند,1394,3,5,15.6
فارس,105000.0,گوساله,1394,3,5,15.6
تهران,102500.0,گوسفند,1394,4,13,15.6
تهران,122500.0,گوساله,1394,4,13,15.6
اصفهان,102500.0,گوسفند,1394,4,13,15.6
اصفهان,112500.0,گوساله,1394,4,13,15.6
يزد,110000.0,گوسفند,1394,4,13,15.6
يزد,114000.0,گوساله,1394,4,13,15.6
خراسان رضوی,106000.0,گوسفند,1394,4,13,15.6
خراسان رضوی,102500.0,گوساله,1394,4,13,15.6
تهران,107500.0,گوسفند,1394,3,9,15.6
تهران,109000.0,گوساله,1394,3,9,15.6
اصفهان,107500.0,گوسفند,1394,3,9,15.6
اصفهان,112500.0,گوساله,1394,3,9,15.6
يزد,127500.0,گوسفند,1394,3,9,15.6
يزد,114000.0,گوساله,1394,3,9,15.6
خراسان رضوی,105000.0,گوسفند,1394,3,9,15.6
خراسان رضوی,117500.0,گوساله,1394,3,9,15.6
تهران,107500.0,گوسفند,1394,3,10,15.6
تهران,109000.0,گوساله,1394,3,10,15.6
اصفهان,107500.0,گوسفند,1394,3,10,15.6
اصفهان,112500.0,گوساله,1394,3,10,15.6
يزد,127500.0,گوسفند,1394,3,10,15.6
يزد,114000.0,گوساله,1394,3,10,15.6
خراسان رضوی,105000.0,گوسفند,1394,3,10,15.6
خراسان رضوی,117500.0,گوساله,1394,3,10,15.6
تهران,102500.0,گوسفند,1394,4,22,15.6
تهران,127500.0,گوساله,1394,4,22,15.6
اصفهان,97500.0,گوسفند,1394,4,22,15.6
اصفهان,105000.0,گوساله,1394,4,22,15.6
يزد,110000.0,گوسفند,1394,4,22,15.6
يزد,114000.0,گوساله,1394,4,22,15.6
خراسان رضوی,105500.0,گوسفند,1394,4,22,15.6
خراسان رضوی,112500.0,گوساله,1394,4,22,15.6
فارس,107500.0,گوسفند,1394,4,22,15.6
فارس,105000.0,گوساله,1394,4,22,15.6
تهران,100000.0,گوسفند,1394,6,3,15.1
تهران,130000.0,گوساله,1394,6,3,15.1
اصفهان,102500.0,گوسفند,1394,6,3,15.1
اصفهان,112500.0,گوساله,1394,6,3,15.1
يزد,112500.0,گوسفند,1394,6,3,15.1
يزد,107500.0,گوساله,1394,6,3,15.1
خراسان رضوی,98500.0,گوسفند,1394,6,3,15.1
خراسان رضوی,107500.0,گوساله,1394,6,3,15.1
فارس,102500.0,گوسفند,1394,6,3,15.1
فارس,105000.0,گوساله,1394,6,3,15.1
تهران,102500.0,گوسفند,1394,4,23,15.6
تهران,127500.0,گوساله,1394,4,23,15.6
اصفهان,97500.0,گوسفند,1394,4,23,15.6
اصفهان,105000.0,گوساله,1394,4,23,15.6
يزد,110000.0,گوسفند,1394,4,23,15.6
يزد,114000.0,گوساله,1394,4,23,15.6
خراسان رضوی,105500.0,گوسفند,1394,4,23,15.6
خراسان رضوی,112500.0,گوساله,1394,4,23,15.6
فارس,107500.0,گوسفند,1394,4,23,15.6
فارس,105000.0,گوساله,1394,4,23,15.6
تهران,102500.0,گوسفند,1394,4,20,15.6
تهران,127500.0,گوساله,1394,4,20,15.6
اصفهان,97500.0,گوسفند,1394,4,20,15.6
اصفهان,105000.0,گوساله,1394,4,20,15.6
يزد,110000.0,گوسفند,1394,4,20,15.6
يزد,114000.0,گوساله,1394,4,20,15.6
خراسان رضوی,105500.0,گوسفند,1394,4,20,15.6
خراسان رضوی,112500.0,گوساله,1394,4,20,15.6
تهران,102500.0,گوسفند,1394,4,24,15.6
تهران,127500.0,گوساله,1394,4,24,15.6
اصفهان,97500.0,گوسفند,1394,4,24,15.6
اصفهان,105000.0,گوساله,1394,4,24,15.6
يزد,110000.0,گوسفند,1394,4,24,15.6
يزد,114000.0,گوساله,1394,4,24,15.6
خراسان رضوی,105500.0,گوسفند,1394,4,24,15.6
خراسان رضوی,112500.0,گوساله,1394,4,24,15.6
فارس,107500.0,گوسفند,1394,4,24,15.6
فارس,105000.0,گوساله,1394,4,24,15.6
تهران,102500.0,گوسفند,1394,5,7,15.4
تهران,132500.0,گوساله,1394,5,7,15.4
اصفهان,102500.0,گوسفند,1394,5,7,15.4
اصفهان,117500.0,گوساله,1394,5,7,15.4
يزد,110000.0,گوسفند,1394,5,7,15.4
يزد,114000.0,گوساله,1394,5,7,15.4
خراسان رضوی,109500.0,گوسفند,1394,5,7,15.4
خراسان رضوی,112500.0,گوساله,1394,5,7,15.4
تهران,102500.0,گوسفند,1394,4,21,15.6
تهران,127500.0,گوساله,1394,4,21,15.6
اصفهان,97500.0,گوسفند,1394,4,21,15.6
اصفهان,105000.0,گوساله,1394,4,21,15.6
يزد,110000.0,گوسفند,1394,4,21,15.6
يزد,114000.0,گوساله,1394,4,21,15.6
خراسان رضوی,105500.0,گوسفند,1394,4,21,15.6
خراسان رضوی,112500.0,گوساله,1394,4,21,15.6
تهران,102500.0,گوسفند,1394,5,3,15.4
تهران,132500.0,گوساله,1394,5,3,15.4
اصفهان,102500.0,گوسفند,1394,5,3,15.4
اصفهان,117500.0,گوساله,1394,5,3,15.4
يزد,110000.0,گوسفند,1394,5,3,15.4
يزد,114000.0,گوساله,1394,5,3,15.4
خراسان رضوی,109500.0,گوسفند,1394,5,3,15.4
خراسان رضوی,112500.0,گوساله,1394,5,3,15.4
تهران,100000.0,گوسفند,1394,5,18,15.4
تهران,130000.0,گوساله,1394,5,18,15.4
اصفهان,102500.0,گوسفند,1394,5,18,15.4
اصفهان,117500.0,گوساله,1394,5,18,15.4
يزد,110000.0,گوسفند,1394,5,18,15.4
يزد,114000.0,گوساله,1394,5,18,15.4
خراسان رضوی,106000.0,گوسفند,1394,5,18,15.4
خراسان رضوی,107500.0,گوساله,1394,5,18,15.4
فارس,107500.0,گوسفند,1394,5,18,15.4
فارس,112500.0,گوساله,1394,5,18,15.4
تهران,100000.0,گوسفند,1394,5,31,15.4
تهران,130000.0,گوساله,1394,5,31,15.4
اصفهان,102500.0,گوسفند,1394,5,31,15.4
اصفهان,112500.0,گوساله,1394,5,31,15.4
يزد,112500.0,گوسفند,1394,5,31,15.4
يزد,107500.0,گوساله,1394,5,31,15.4
خراسان رضوی,98500.0,گوسفند,1394,5,31,15.4
خراسان رضوی,107500.0,گوساله,1394,5,31,15.4
فارس,102500.0,گوسفند,1394,5,31,15.4
فارس,105000.0,گوساله,1394,5,31,15.4
تهران,102500.0,گوسفند,1394,5,6,15.4
تهران,132500.0,گوساله,1394,5,6,15.4
اصفهان,102500.0,گوسفند,1394,5,6,15.4
اصفهان,117500.0,گوساله,1394,5,6,15.4
يزد,110000.0,گوسفند,1394,5,6,15.4
يزد,114000.0,گوساله,1394,5,6,15.4
خراسان رضوی,109500.0,گوسفند,1394,5,6,15.4
خراسان رضوی,112500.0,گوساله,1394,5,6,15.4
تهران,100000.0,گوسفند,1394,5,26,15.4
تهران,132500.0,گوساله,1394,5,26,15.4
اصفهان,102500.0,گوسفند,1394,5,26,15.4
اصفهان,122500.0,گوساله,1394,5,26,15.4
يزد,112500.0,گوسفند,1394,5,26,15.4
يزد,107500.0,گوساله,1394,5,26,15.4
خراسان رضوی,107500.0,گوسفند,1394,5,26,15.4
خراسان رضوی,105000.0,گوساله,1394,5,26,15.4
تهران,100000.0,گوسفند,1394,5,13,15.4
تهران,130000.0,گوساله,1394,5,13,15.4
اصفهان,102500.0,گوسفند,1394,5,13,15.4
اصفهان,117500.0,گوساله,1394,5,13,15.4
يزد,110000.0,گوسفند,1394,5,13,15.4
يزد,114000.0,گوساله,1394,5,13,15.4
خراسان رضوی,103500.0,گوسفند,1394,5,13,15.4
خراسان رضوی,102500.0,گوساله,1394,5,13,15.4
تهران,100000.0,گوسفند,1394,5,11,15.4
تهران,130000.0,گوساله,1394,5,11,15.4
اصفهان,102500.0,گوسفند,1394,5,11,15.4
اصفهان,117500.0,گوساله,1394,5,11,15.4
يزد,110000.0,گوسفند,1394,5,11,15.4
يزد,114000.0,گوساله,1394,5,11,15.4
خراسان رضوی,103500.0,گوسفند,1394,5,11,15.4
خراسان رضوی,102500.0,گوساله,1394,5,11,15.4
تهران,100000.0,گوسفند,1394,5,12,15.4
تهران,130000.0,گوساله,1394,5,12,15.4
اصفهان,102500.0,گوسفند,1394,5,12,15.4
اصفهان,117500.0,گوساله,1394,5,12,15.4
يزد,110000.0,گوسفند,1394,5,12,15.4
يزد,114000.0,گوساله,1394,5,12,15.4
خراسان رضوی,103500.0,گوسفند,1394,5,12,15.4
خراسان رضوی,102500.0,گوساله,1394,5,12,15.4
تهران,100000.0,گوسفند,1394,5,17,15.4
تهران,130000.0,گوساله,1394,5,17,15.4
اصفهان,102500.0,گوسفند,1394,5,17,15.4
اصفهان,117500.0,گوساله,1394,5,17,15.4
يزد,110000.0,گوسفند,1394,5,17,15.4
يزد,114000.0,گوساله,1394,5,17,15.4
خراسان رضوی,106000.0,گوسفند,1394,5,17,15.4
خراسان رضوی,107500.0,گوساله,1394,5,17,15.4
فارس,107500.0,گوسفند,1394,5,17,15.4
فارس,112500.0,گوساله,1394,5,17,15.4
تهران,100000.0,گوسفند,1394,5,24,15.4
تهران,132500.0,گوساله,1394,5,24,15.4
اصفهان,102500.0,گوسفند,1394,5,24,15.4
اصفهان,122500.0,گوساله,1394,5,24,15.4
يزد,112500.0,گوسفند,1394,5,24,15.4
يزد,107500.0,گوساله,1394,5,24,15.4
خراسان رضوی,107500.0,گوسفند,1394,5,24,15.4
خراسان رضوی,105000.0,گوساله,1394,5,24,15.4
تهران,102500.0,گوسفند,1394,5,4,15.4
تهران,132500.0,گوساله,1394,5,4,15.4
اصفهان,102500.0,گوسفند,1394,5,4,15.4
اصفهان,117500.0,گوساله,1394,5,4,15.4
يزد,110000.0,گوسفند,1394,5,4,15.4
يزد,114000.0,گوساله,1394,5,4,15.4
خراسان رضوی,109500.0,گوسفند,1394,5,4,15.4
خراسان رضوی,112500.0,گوساله,1394,5,4,15.4
تهران,107500.0,گوسفند,1394,6,11,15.1
تهران,127500.0,گوساله,1394,6,11,15.1
اصفهان,102500.0,گوسفند,1394,6,11,15.1
اصفهان,117500.0,گوساله,1394,6,11,15.1
يزد,112500.0,گوسفند,1394,6,11,15.1
يزد,107500.0,گوساله,1394,6,11,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,11,15.1
خراسان رضوی,107500.0,گوساله,1394,6,11,15.1
فارس,102500.0,گوسفند,1394,6,11,15.1
فارس,113500.0,گوساله,1394,6,11,15.1
تهران,107500.0,گوسفند,1394,6,14,15.1
تهران,121000.0,گوساله,1394,6,14,15.1
اصفهان,107500.0,گوسفند,1394,6,14,15.1
اصفهان,118500.0,گوساله,1394,6,14,15.1
يزد,112500.0,گوسفند,1394,6,14,15.1
يزد,107500.0,گوساله,1394,6,14,15.1
خراسان رضوی,112500.0,گوسفند,1394,6,14,15.1
خراسان رضوی,107500.0,گوساله,1394,6,14,15.1
تهران,100000.0,گوسفند,1394,5,19,15.4
تهران,130000.0,گوساله,1394,5,19,15.4
اصفهان,102500.0,گوسفند,1394,5,19,15.4
اصفهان,117500.0,گوساله,1394,5,19,15.4
يزد,110000.0,گوسفند,1394,5,19,15.4
يزد,114000.0,گوساله,1394,5,19,15.4
خراسان رضوی,106000.0,گوسفند,1394,5,19,15.4
خراسان رضوی,107500.0,گوساله,1394,5,19,15.4
فارس,107500.0,گوسفند,1394,5,19,15.4
فارس,112500.0,گوساله,1394,5,19,15.4
تهران,102500.0,گوسفند,1394,4,31,15.6
تهران,124000.0,گوساله,1394,4,31,15.6
اصفهان,97500.0,گوسفند,1394,4,31,15.6
اصفهان,105000.0,گوساله,1394,4,31,15.6
يزد,110000.0,گوسفند,1394,4,31,15.6
يزد,114000.0,گوساله,1394,4,31,15.6
خراسان رضوی,107500.0,گوسفند,1394,4,31,15.6
خراسان رضوی,112500.0,گوساله,1394,4,31,15.6
فارس,107500.0,گوسفند,1394,4,31,15.6
فارس,105000.0,گوساله,1394,4,31,15.6
تهران,107500.0,گوسفند,1394,6,8,15.1
تهران,127500.0,گوساله,1394,6,8,15.1
اصفهان,102500.0,گوسفند,1394,6,8,15.1
اصفهان,117500.0,گوساله,1394,6,8,15.1
يزد,112500.0,گوسفند,1394,6,8,15.1
يزد,107500.0,گوساله,1394,6,8,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,8,15.1
خراسان رضوی,107500.0,گوساله,1394,6,8,15.1
فارس,102500.0,گوسفند,1394,6,8,15.1
فارس,113500.0,گوساله,1394,6,8,15.1
تهران,100000.0,گوسفند,1394,5,28,15.4
تهران,132500.0,گوساله,1394,5,28,15.4
اصفهان,102500.0,گوسفند,1394,5,28,15.4
اصفهان,122500.0,گوساله,1394,5,28,15.4
يزد,112500.0,گوسفند,1394,5,28,15.4
يزد,107500.0,گوساله,1394,5,28,15.4
خراسان رضوی,107500.0,گوسفند,1394,5,28,15.4
خراسان رضوی,105000.0,گوساله,1394,5,28,15.4
تهران,102500.0,گوسفند,1394,4,30,15.6
تهران,124000.0,گوساله,1394,4,30,15.6
اصفهان,97500.0,گوسفند,1394,4,30,15.6
اصفهان,105000.0,گوساله,1394,4,30,15.6
يزد,110000.0,گوسفند,1394,4,30,15.6
يزد,114000.0,گوساله,1394,4,30,15.6
خراسان رضوی,107500.0,گوسفند,1394,4,30,15.6
خراسان رضوی,112500.0,گوساله,1394,4,30,15.6
فارس,107500.0,گوسفند,1394,4,30,15.6
فارس,105000.0,گوساله,1394,4,30,15.6
تهران,102500.0,گوسفند,1394,4,29,15.6
تهران,124000.0,گوساله,1394,4,29,15.6
اصفهان,97500.0,گوسفند,1394,4,29,15.6
اصفهان,105000.0,گوساله,1394,4,29,15.6
يزد,110000.0,گوسفند,1394,4,29,15.6
يزد,114000.0,گوساله,1394,4,29,15.6
خراسان رضوی,107500.0,گوسفند,1394,4,29,15.6
خراسان رضوی,112500.0,گوساله,1394,4,29,15.6
فارس,107500.0,گوسفند,1394,4,29,15.6
فارس,105000.0,گوساله,1394,4,29,15.6
تهران,107500.0,گوسفند,1394,6,7,15.1
تهران,127500.0,گوساله,1394,6,7,15.1
اصفهان,102500.0,گوسفند,1394,6,7,15.1
اصفهان,117500.0,گوساله,1394,6,7,15.1
يزد,112500.0,گوسفند,1394,6,7,15.1
يزد,107500.0,گوساله,1394,6,7,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,7,15.1
خراسان رضوی,107500.0,گوساله,1394,6,7,15.1
فارس,102500.0,گوسفند,1394,6,7,15.1
فارس,113500.0,گوساله,1394,6,7,15.1
تهران,100000.0,گوسفند,1394,5,14,15.4
تهران,130000.0,گوساله,1394,5,14,15.4
اصفهان,102500.0,گوسفند,1394,5,14,15.4
اصفهان,117500.0,گوساله,1394,5,14,15.4
يزد,110000.0,گوسفند,1394,5,14,15.4
يزد,114000.0,گوساله,1394,5,14,15.4
خراسان رضوی,103500.0,گوسفند,1394,5,14,15.4
خراسان رضوی,102500.0,گوساله,1394,5,14,15.4
تهران,107500.0,گوسفند,1394,6,15,15.1
تهران,121000.0,گوساله,1394,6,15,15.1
اصفهان,107500.0,گوسفند,1394,6,15,15.1
اصفهان,118500.0,گوساله,1394,6,15,15.1
يزد,112500.0,گوسفند,1394,6,15,15.1
يزد,107500.0,گوساله,1394,6,15,15.1
خراسان رضوی,112500.0,گوسفند,1394,6,15,15.1
خراسان رضوی,107500.0,گوساله,1394,6,15,15.1
تهران,100000.0,گوسفند,1394,5,21,15.4
تهران,130000.0,گوساله,1394,5,21,15.4
اصفهان,102500.0,گوسفند,1394,5,21,15.4
اصفهان,117500.0,گوساله,1394,5,21,15.4
يزد,110000.0,گوسفند,1394,5,21,15.4
يزد,114000.0,گوساله,1394,5,21,15.4
خراسان رضوی,106000.0,گوسفند,1394,5,21,15.4
خراسان رضوی,107500.0,گوساله,1394,5,21,15.4
فارس,107500.0,گوسفند,1394,5,21,15.4
فارس,112500.0,گوساله,1394,5,21,15.4
تهران,107500.0,گوسفند,1394,6,10,15.1
تهران,127500.0,گوساله,1394,6,10,15.1
اصفهان,102500.0,گوسفند,1394,6,10,15.1
اصفهان,117500.0,گوساله,1394,6,10,15.1
يزد,112500.0,گوسفند,1394,6,10,15.1
يزد,107500.0,گوساله,1394,6,10,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,10,15.1
خراسان رضوی,107500.0,گوساله,1394,6,10,15.1
فارس,102500.0,گوسفند,1394,6,10,15.1
فارس,113500.0,گوساله,1394,6,10,15.1
تهران,107500.0,گوسفند,1394,6,9,15.1
تهران,127500.0,گوساله,1394,6,9,15.1
اصفهان,102500.0,گوسفند,1394,6,9,15.1
اصفهان,117500.0,گوساله,1394,6,9,15.1
يزد,112500.0,گوسفند,1394,6,9,15.1
يزد,107500.0,گوساله,1394,6,9,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,9,15.1
خراسان رضوی,107500.0,گوساله,1394,6,9,15.1
فارس,102500.0,گوسفند,1394,6,9,15.1
فارس,113500.0,گوساله,1394,6,9,15.1
تهران,100000.0,گوسفند,1394,5,27,15.4
تهران,132500.0,گوساله,1394,5,27,15.4
اصفهان,102500.0,گوسفند,1394,5,27,15.4
اصفهان,122500.0,گوساله,1394,5,27,15.4
يزد,112500.0,گوسفند,1394,5,27,15.4
يزد,107500.0,گوساله,1394,5,27,15.4
خراسان رضوی,107500.0,گوسفند,1394,5,27,15.4
خراسان رضوی,105000.0,گوساله,1394,5,27,15.4
تهران,100000.0,گوسفند,1394,6,1,15.1
تهران,130000.0,گوساله,1394,6,1,15.1
اصفهان,102500.0,گوسفند,1394,6,1,15.1
اصفهان,112500.0,گوساله,1394,6,1,15.1
يزد,112500.0,گوسفند,1394,6,1,15.1
يزد,107500.0,گوساله,1394,6,1,15.1
خراسان رضوی,98500.0,گوسفند,1394,6,1,15.1
خراسان رضوی,107500.0,گوساله,1394,6,1,15.1
فارس,102500.0,گوسفند,1394,6,1,15.1
فارس,105000.0,گوساله,1394,6,1,15.1
تهران,100000.0,گوسفند,1394,6,2,15.1
تهران,130000.0,گوساله,1394,6,2,15.1
اصفهان,102500.0,گوسفند,1394,6,2,15.1
اصفهان,112500.0,گوساله,1394,6,2,15.1
يزد,112500.0,گوسفند,1394,6,2,15.1
يزد,107500.0,گوساله,1394,6,2,15.1
خراسان رضوی,98500.0,گوسفند,1394,6,2,15.1
خراسان رضوی,107500.0,گوساله,1394,6,2,15.1
فارس,102500.0,گوسفند,1394,6,2,15.1
فارس,105000.0,گوساله,1394,6,2,15.1
تهران,100000.0,گوسفند,1394,5,25,15.4
تهران,132500.0,گوساله,1394,5,25,15.4
اصفهان,102500.0,گوسفند,1394,5,25,15.4
اصفهان,122500.0,گوساله,1394,5,25,15.4
يزد,112500.0,گوسفند,1394,5,25,15.4
يزد,107500.0,گوساله,1394,5,25,15.4
خراسان رضوی,107500.0,گوسفند,1394,5,25,15.4
خراسان رضوی,105000.0,گوساله,1394,5,25,15.4
تهران,100000.0,گوسفند,1394,5,10,15.4
تهران,130000.0,گوساله,1394,5,10,15.4
اصفهان,102500.0,گوسفند,1394,5,10,15.4
اصفهان,117500.0,گوساله,1394,5,10,15.4
يزد,110000.0,گوسفند,1394,5,10,15.4
يزد,114000.0,گوساله,1394,5,10,15.4
خراسان رضوی,103500.0,گوسفند,1394,5,10,15.4
خراسان رضوی,102500.0,گوساله,1394,5,10,15.4
تهران,102500.0,گوسفند,1394,5,5,15.4
تهران,132500.0,گوساله,1394,5,5,15.4
اصفهان,102500.0,گوسفند,1394,5,5,15.4
اصفهان,117500.0,گوساله,1394,5,5,15.4
يزد,110000.0,گوسفند,1394,5,5,15.4
يزد,114000.0,گوساله,1394,5,5,15.4
خراسان رضوی,109500.0,گوسفند,1394,5,5,15.4
خراسان رضوی,112500.0,گوساله,1394,5,5,15.4
تهران,100000.0,گوسفند,1394,6,4,15.1
تهران,130000.0,گوساله,1394,6,4,15.1
اصفهان,102500.0,گوسفند,1394,6,4,15.1
اصفهان,112500.0,گوساله,1394,6,4,15.1
يزد,112500.0,گوسفند,1394,6,4,15.1
يزد,107500.0,گوساله,1394,6,4,15.1
خراسان رضوی,98500.0,گوسفند,1394,6,4,15.1
خراسان رضوی,107500.0,گوساله,1394,6,4,15.1
فارس,102500.0,گوسفند,1394,6,4,15.1
فارس,105000.0,گوساله,1394,6,4,15.1
تهران,107500.0,گوسفند,1394,6,16,15.1
تهران,121000.0,گوساله,1394,6,16,15.1
اصفهان,107500.0,گوسفند,1394,6,16,15.1
اصفهان,118500.0,گوساله,1394,6,16,15.1
يزد,112500.0,گوسفند,1394,6,16,15.1
يزد,107500.0,گوساله,1394,6,16,15.1
خراسان رضوی,112500.0,گوسفند,1394,6,16,15.1
خراسان رضوی,107500.0,گوساله,1394,6,16,15.1
تهران,105000.0,گوسفند,1394,6,23,15.1
تهران,117000.0,گوساله,1394,6,23,15.1
اصفهان,112500.0,گوسفند,1394,6,23,15.1
اصفهان,117500.0,گوساله,1394,6,23,15.1
يزد,112500.0,گوسفند,1394,6,23,15.1
يزد,107500.0,گوساله,1394,6,23,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,23,15.1
خراسان رضوی,112500.0,گوساله,1394,6,23,15.1
تهران,105000.0,گوسفند,1394,6,25,15.1
تهران,117000.0,گوساله,1394,6,25,15.1
اصفهان,112500.0,گوسفند,1394,6,25,15.1
اصفهان,117500.0,گوساله,1394,6,25,15.1
يزد,112500.0,گوسفند,1394,6,25,15.1
يزد,107500.0,گوساله,1394,6,25,15.1
خراسان رضوی,107500.0,گوسفند,1394,6,25,15.1
خراسان رضوی,112500.0,گوساله,1394,6,25,15.1
تهران,112500.0,گوسفند,1394,7,12,14.8
تهران,127500.0,گوساله,1394,7,12,14.8
اصفهان,112500.0,گوسفند,1394,7,12,14.8
اصفهان,112500.0,گوساله,1394,7,12,14.8
يزد,112500.0,گوسفند,1394,7,12,14.8
يزد,107500.0,گوساله,1394,7,12,14.8
خراسان رضوی,107500.0,گوسفند,1394,7,12,14.8
خراسان رضوی,107500.0,گوساله,1394,7,12,14.8
فارس,107500.0,گوسفند,1394,7,12,14.8
فارس,112500.0,گوساله,1394,7,12,14.8
تهران,107500.0,گوسفند,1394,6,18,15.1
تهران,121000.0,گوساله,1394,6,18,15.1
اصفهان,107500.0,گوسفند,1394,6,18,15.1
اصفهان,118500.0,گوساله,1394,6,18,15.1
يزد,112500.0,گوسفند,1394,6,18,15.1
يزد,107500.0,گوساله,1394,6,18,15.1
