PROVINCE,PRICE,TYPE,YEAR,MONTH,DAY,INFLATION_RATE
همدان,355000.0,گوسفند,1398,11,7,43.5
همدان,265000.0,گوساله,1398,11,7,43.5
قم,345000.0,گوسفند,1398,11,7,43.5
قم,245000.0,گوساله,1398,11,7,43.5
سیستان و بلوچستان,410000.0,گوسفند,1398,11,7,43.5
سیستان و بلوچستان,290000.0,گوساله,1398,11,7,43.5
آذربايجان شرقي,335000.0,گوسفند,1398,11,7,43.5
آذربايجان شرقي,235000.0,گوساله,1398,11,7,43.5
مرکزي,345000.0,گوسفند,1398,11,7,43.5
مرکزي,245000.0,گوساله,1398,11,7,43.5
چهارمحال بختياري,390000.0,گوسفند,1398,11,7,43.5
چهارمحال بختياري,280000.0,گوساله,1398,11,7,43.5
تهران,365000.0,گوسفند,1398,10,11,45.1
تهران,285000.0,گوساله,1398,10,11,45.1
اصفهان,412500.0,گوسفند,1398,10,11,45.1
اصفهان,305000.0,گوساله,1398,10,11,45.1
يزد,390000.0,گوسفند,1398,10,11,45.1
يزد,280000.0,گوساله,1398,10,11,45.1
اردبيل,375000.0,گوسفند,1398,10,11,45.1
اردبيل,305000.0,گوساله,1398,10,11,45.1
خراسان رضوی,315000.0,گوسفند,1398,10,11,45.1
خراسان رضوی,230000.0,گوساله,1398,10,11,45.1
فارس,385000.0,گوسفند,1398,10,11,45.1
فارس,280000.0,گوساله,1398,10,11,45.1
کردستان,390000.0,گوسفند,1398,10,11,45.1
کردستان,280000.0,گوساله,1398,10,11,45.1
همدان,365000.0,گوسفند,1398,10,11,45.1
همدان,280000.0,گوساله,1398,10,11,45.1
قم,350000.0,گوسفند,1398,10,11,45.1
قم,255000.0,گوساله,1398,10,11,45.1
سیستان و بلوچستان,410000.0,گوسفند,1398,10,11,45.1
سیستان و بلوچستان,290000.0,گوساله,1398,10,11,45.1
آذربايجان شرقي,355000.0,گوسفند,1398,10,11,45.1
آذربايجان شرقي,255000.0,گوساله,1398,10,11,45.1
مرکزي,385000.0,گوسفند,1398,10,11,45.1
مرکزي,265000.0,گوساله,1398,10,11,45.1
چهارمحال بختياري,405000.0,گوسفند,1398,10,11,45.1
چهارمحال بختياري,287500.0,گوساله,1398,10,11,45.1
تهران,365000.0,گوسفند,1398,10,22,45.1
تهران,260000.0,گوساله,1398,10,22,45.1
اصفهان,350000.0,گوسفند,1398,10,22,45.1
اصفهان,250000.0,گوساله,1398,10,22,45.1
يزد,360000.0,گوسفند,1398,10,22,45.1
يزد,260000.0,گوساله,1398,10,22,45.1
اردبيل,355000.0,گوسفند,1398,10,22,45.1
اردبيل,305000.0,گوساله,1398,10,22,45.1
خراسان رضوی,350000.0,گوسفند,1398,10,22,45.1
خراسان رضوی,225000.0,گوساله,1398,10,22,45.1
فارس,385000.0,گوسفند,1398,10,22,45.1
فارس,280000.0,گوساله,1398,10,22,45.1
کردستان,385000.0,گوسفند,1398,10,22,45.1
کردستان,275000.0,گوساله,1398,10,22,45.1
همدان,355000.0,گوسفند,1398,10,22,45.1
همدان,265000.0,گوساله,1398,10,22,45.1
قم,355000.0,گوسفند,1398,10,22,45.1
قم,255000.0,گوساله,1398,10,22,45.1
سیستان و بلوچستان,410000.0,گوسفند,1398,10,22,45.1
سیستان و بلوچستان,290000.0,گوساله,1398,10,22,45.1
آذربايجان شرقي,355000.0,گوسفند,1398,10,22,45.1
آذربايجان شرقي,270000.0,گوساله,1398,10,22,45.1
مرکزي,345000.0,گوسفند,1398,10,22,45.1
مرکزي,255000.0,گوساله,1398,10,22,45.1
چهارمحال بختياري,405000.0,گوسفند,1398,10,22,45.1
چهارمحال بختياري,287500.0,گوساله,1398,10,22,45.1
تهران,365000.0,گوسفند,1398,10,23,45.1
تهران,260000.0,گوساله,1398,10,23,45.1
اصفهان,350000.0,گوسفند,1398,10,23,45.1
اصفهان,250000.0,گوساله,1398,10,23,45.1
يزد,360000.0,گوسفند,1398,10,23,45.1
يزد,260000.0,گوساله,1398,10,23,45.1
اردبيل,355000.0,گوسفند,1398,10,23,45.1
اردبيل,305000.0,گوساله,1398,10,23,45.1
خراسان رضوی,350000.0,گوسفند,1398,10,23,45.1
خراسان رضوی,225000.0,گوساله,1398,10,23,45.1
فارس,385000.0,گوسفند,1398,10,23,45.1
فارس,280000.0,گوساله,1398,10,23,45.1
کردستان,385000.0,گوسفند,1398,10,23,45.1
کردستان,275000.0,گوساله,1398,10,23,45.1
همدان,355000.0,گوسفند,1398,10,23,45.1
همدان,265000.0,گوساله,1398,10,23,45.1
قم,355000.0,گوسفند,1398,10,23,45.1
قم,255000.0,گوساله,1398,10,23,45.1
سیستان و بلوچستان,410000.0,گوسفند,1398,10,23,45.1
سیستان و بلوچستان,290000.0,گوساله,1398,10,23,45.1
آذربايجان شرقي,355000.0,گوسفند,1398,10,23,45.1
آذربايجان شرقي,270000.0,گوساله,1398,10,23,45.1
مرکزي,345000.0,گوسفند,1398,10,23,45.1
مرکزي,255000.0,گوساله,1398,10,23,45.1
چهارمحال بختياري,405000.0,گوسفند,1398,10,23,45.1
چهارمحال بختياري,287500.0,گوساله,1398,10,23,45.1
تهران,365000.0,گوسفند,1398,10,15,45.1
تهران,285000.0,گوساله,1398,10,15,45.1
اصفهان,410000.0,گوسفند,1398,10,15,45.1
اصفهان,300000.0,گوساله,1398,10,15,45.1
يزد,380000.0,گوسفند,1398,10,15,45.1
يزد,265000.0,گوساله,1398,10,15,45.1
اردبيل,375000.0,گوسفند,1398,10,15,45.1
اردبيل,300000.0,گوساله,1398,10,15,45.1
خراسان رضوی,335000.0,گوسفند,1398,10,15,45.1
خراسان رضوی,230000.0,گوساله,1398,10,15,45.1
فارس,385000.0,گوسفند,1398,10,15,45.1
فارس,280000.0,گوساله,1398,10,15,45.1
کردستان,390000.0,گوسفند,1398,10,15,45.1
کردستان,280000.0,گوساله,1398,10,15,45.1
همدان,365000.0,گوسفند,1398,10,15,45.1
همدان,280000.0,گوساله,1398,10,15,45.1
قم,345000.0,گوسفند,1398,10,15,45.1
قم,260000.0,گوساله,1398,10,15,45.1
سیستان و بلوچستان,410000.0,گوسفند,1398,10,15,45.1
سیستان و بلوچستان,290000.0,گوساله,1398,10,15,45.1
آذربايجان شرقي,355000.0,گوسفند,1398,10,15,45.1
آذربايجان شرقي,270000.0,گوساله,1398,10,15,45.1
مرکزي,385000.0,گوسفند,1398,10,15,45.1
مرکزي,275000.0,گوساله,1398,10,15,45.1
چهارمحال بختياري,405000.0,گوسفند,1398,10,15,45.1
چهارمحال بختياري,287500.0,گوساله,1398,10,15,45.1
تهران,405000.0,گوسفند,1398,11,27,44
تهران,280000.0,گوساله,1398,11,27,44
اصفهان,410000.0,گوسفند,1398,11,27,44
اصفهان,315000.0,گوساله,1398,11,27,44
يزد,400000.0,گوسفند,1398,11,27,44
يزد,285000.0,گوساله,1398,11,27,44
اردبيل,375000.0,گوسفند,1398,11,27,44
اردبيل,315000.0,گوساله,1398,11,27,44
خراسان رضوی,410000.0,گوسفند,1398,11,27,44
خراسان رضوی,290000.0,گوساله,1398,11,27,44
فارس,420000.0,گوسفند,1398,11,27,44
فارس,300000.0,گوساله,1398,11,27,44
همدان,375000.0,گوسفند,1398,11,27,44
همدان,315000.0,گوساله,1398,11,27,44
قم,385000.0,گوسفند,1398,11,27,44
قم,320000.0,گوساله,1398,11,27,44
سیستان و بلوچستان,410000.0,گوسفند,1398,11,27,44
سیستان و بلوچستان,290000.0,گوساله,1398,11,27,44
آذربايجان شرقي,410000.0,گوسفند,1398,11,27,44
آذربايجان شرقي,310000.0,گوساله,1398,11,27,44
مرکزي,405000.0,گوسفند,1398,11,27,44
مرکزي,295000.0,گوساله,1398,11,27,44
چهارمحال بختياري,410000.0,گوسفند,1398,11,27,44
چهارمحال بختياري,335000.0,گوساله,1398,11,27,44
تهران,405000.0,گوسفند,1398,11,28,44
تهران,280000.0,گوساله,1398,11,28,44
اصفهان,410000.0,گوسفند,1398,11,28,44
اصفهان,315000.0,گوساله,1398,11,28,44
يزد,400000.0,گوسفند,1398,11,28,44
يزد,285000.0,گوساله,1398,11,28,44
اردبيل,375000.0,گوسفند,1398,11,28,44
اردبيل,315000.0,گوساله,1398,11,28,44
خراسان رضوی,410000.0,گوسفند,1398,11,28,44
خراسان رضوی,290000.0,گوساله,1398,11,28,44
فارس,420000.0,گوسفند,1398,11,28,44
فارس,300000.0,گوساله,1398,11,28,44
همدان,375000.0,گوسفند,1398,11,28,44
همدان,315000.0,گوساله,1398,11,28,44
قم,385000.0,گوسفند,1398,11,28,44
قم,320000.0,گوساله,1398,11,28,44
سیستان و بلوچستان,410000.0,گوسفند,1398,11,28,44
سیستان و بلوچستان,290000.0,گوساله,1398,11,28,44
آذربايجان شرقي,410000.0,گوسفند,1398,11,28,44
آذربايجان شرقي,310000.0,گوساله,1398,11,28,44
مرکزي,405000.0,گوسفند,1398,11,28,44
مرکزي,295000.0,گوساله,1398,11,28,44
چهارمحال بختياري,410000.0,گوسفند,1398,11,28,44
چهارمحال بختياري,335000.0,گوساله,1398,11,28,44
تهران,385000.0,گوسفند,1398,12,3,47.1
تهران,295000.0,گوساله,1398,12,3,47.1
اصفهان,410000.0,گوسفند,1398,12,3,47.1
اصفهان,315000.0,گوساله,1398,12,3,47.1
يزد,410000.0,گوسفند,1398,12,3,47.1
يزد,285000.0,گوساله,1398,12,3,47.1
اردبيل,380000.0,گوسفند,1398,12,3,47.1
اردبيل,315000.0,گوساله,1398,12,3,47.1
خراسان رضوی,390000.0,گوسفند,1398,12,3,47.1
خراسان رضوی,285000.0,گوساله,1398,12,3,47.1
فارس,420000.0,گوسفند,1398,12,3,47.1
فارس,300000.0,گوساله,1398,12,3,47.1
همدان,375000.0,گوسفند,1398,12,3,47.1
همدان,315000.0,گوساله,1398,12,3,47.1
قم,415000.0,گوسفند,1398,12,3,47.1
قم,335000.0,گوساله,1398,12,3,47.1
سیستان و بلوچستان,410000.0,گوسفند,1398,12,3,47.1
سیستان و بلوچستان,290000.0,گوساله,1398,12,3,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,3,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,3,47.1
مرکزي,405000.0,گوسفند,1398,12,3,47.1
مرکزي,295000.0,گوساله,1398,12,3,47.1
چهارمحال بختياري,410000.0,گوسفند,1398,12,3,47.1
چهارمحال بختياري,335000.0,گوساله,1398,12,3,47.1
تهران,405000.0,گوسفند,1398,11,29,44
تهران,280000.0,گوساله,1398,11,29,44
اصفهان,410000.0,گوسفند,1398,11,29,44
اصفهان,315000.0,گوساله,1398,11,29,44
يزد,400000.0,گوسفند,1398,11,29,44
يزد,285000.0,گوساله,1398,11,29,44
اردبيل,375000.0,گوسفند,1398,11,29,44
اردبيل,315000.0,گوساله,1398,11,29,44
خراسان رضوی,410000.0,گوسفند,1398,11,29,44
خراسان رضوی,290000.0,گوساله,1398,11,29,44
فارس,420000.0,گوسفند,1398,11,29,44
فارس,300000.0,گوساله,1398,11,29,44
همدان,375000.0,گوسفند,1398,11,29,44
همدان,315000.0,گوساله,1398,11,29,44
قم,385000.0,گوسفند,1398,11,29,44
قم,320000.0,گوساله,1398,11,29,44
سیستان و بلوچستان,410000.0,گوسفند,1398,11,29,44
سیستان و بلوچستان,290000.0,گوساله,1398,11,29,44
آذربايجان شرقي,410000.0,گوسفند,1398,11,29,44
آذربايجان شرقي,310000.0,گوساله,1398,11,29,44
مرکزي,405000.0,گوسفند,1398,11,29,44
مرکزي,295000.0,گوساله,1398,11,29,44
چهارمحال بختياري,410000.0,گوسفند,1398,11,29,44
چهارمحال بختياري,335000.0,گوساله,1398,11,29,44
تهران,405000.0,گوسفند,1398,11,26,44
تهران,280000.0,گوساله,1398,11,26,44
اصفهان,420000.0,گوسفند,1398,11,26,44
اصفهان,330000.0,گوساله,1398,11,26,44
يزد,390000.0,گوسفند,1398,11,26,44
يزد,285000.0,گوساله,1398,11,26,44
اردبيل,375000.0,گوسفند,1398,11,26,44
اردبيل,315000.0,گوساله,1398,11,26,44
خراسان رضوی,380000.0,گوسفند,1398,11,26,44
خراسان رضوی,290000.0,گوساله,1398,11,26,44
فارس,420000.0,گوسفند,1398,11,26,44
فارس,300000.0,گوساله,1398,11,26,44
همدان,375000.0,گوسفند,1398,11,26,44
همدان,315000.0,گوساله,1398,11,26,44
قم,385000.0,گوسفند,1398,11,26,44
قم,320000.0,گوساله,1398,11,26,44
سیستان و بلوچستان,410000.0,گوسفند,1398,11,26,44
سیستان و بلوچستان,290000.0,گوساله,1398,11,26,44
آذربايجان شرقي,300000.0,گوساله,1398,11,26,44
مرکزي,392500.0,گوسفند,1398,11,26,44
مرکزي,285000.0,گوساله,1398,11,26,44
چهارمحال بختياري,422500.0,گوسفند,1398,11,26,44
چهارمحال بختياري,335000.0,گوساله,1398,11,26,44
تهران,425000.0,گوسفند,1398,12,13,47.1
تهران,360000.0,گوساله,1398,12,13,47.1
اصفهان,417500.0,گوسفند,1398,12,13,47.1
اصفهان,317500.0,گوساله,1398,12,13,47.1
يزد,440000.0,گوسفند,1398,12,13,47.1
يزد,285000.0,گوساله,1398,12,13,47.1
اردبيل,395000.0,گوسفند,1398,12,13,47.1
اردبيل,315000.0,گوساله,1398,12,13,47.1
خراسان رضوی,380000.0,گوسفند,1398,12,13,47.1
خراسان رضوی,255000.0,گوساله,1398,12,13,47.1
فارس,415000.0,گوسفند,1398,12,13,47.1
فارس,300000.0,گوساله,1398,12,13,47.1
همدان,375000.0,گوسفند,1398,12,13,47.1
همدان,315000.0,گوساله,1398,12,13,47.1
قم,440000.0,گوسفند,1398,12,13,47.1
قم,335000.0,گوساله,1398,12,13,47.1
سیستان و بلوچستان,375000.0,گوسفند,1398,12,13,47.1
سیستان و بلوچستان,255000.0,گوساله,1398,12,13,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,13,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,13,47.1
مرکزي,395000.0,گوسفند,1398,12,13,47.1
مرکزي,285000.0,گوساله,1398,12,13,47.1
چهارمحال بختياري,425000.0,گوسفند,1398,12,13,47.1
چهارمحال بختياري,322500.0,گوساله,1398,12,13,47.1
تهران,425000.0,گوسفند,1398,12,20,47.1
تهران,360000.0,گوساله,1398,12,20,47.1
اصفهان,417500.0,گوسفند,1398,12,20,47.1
اصفهان,317500.0,گوساله,1398,12,20,47.1
يزد,440000.0,گوسفند,1398,12,20,47.1
يزد,285000.0,گوساله,1398,12,20,47.1
اردبيل,395000.0,گوسفند,1398,12,20,47.1
اردبيل,315000.0,گوساله,1398,12,20,47.1
خراسان رضوی,380000.0,گوسفند,1398,12,20,47.1
خراسان رضوی,255000.0,گوساله,1398,12,20,47.1
فارس,415000.0,گوسفند,1398,12,20,47.1
فارس,300000.0,گوساله,1398,12,20,47.1
همدان,375000.0,گوسفند,1398,12,20,47.1
همدان,315000.0,گوساله,1398,12,20,47.1
قم,440000.0,گوسفند,1398,12,20,47.1
قم,335000.0,گوساله,1398,12,20,47.1
سیستان و بلوچستان,375000.0,گوسفند,1398,12,20,47.1
سیستان و بلوچستان,255000.0,گوساله,1398,12,20,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,20,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,20,47.1
مرکزي,395000.0,گوسفند,1398,12,20,47.1
مرکزي,285000.0,گوساله,1398,12,20,47.1
چهارمحال بختياري,425000.0,گوسفند,1398,12,20,47.1
چهارمحال بختياري,322500.0,گوساله,1398,12,20,47.1
تهران,410000.0,گوسفند,1399,1,25,38.6
تهران,290000.0,گوساله,1399,1,25,38.6
اصفهان,410000.0,گوسفند,1399,1,25,38.6
اصفهان,275000.0,گوساله,1399,1,25,38.6
يزد,455000.0,گوسفند,1399,1,25,38.6
يزد,290000.0,گوساله,1399,1,25,38.6
اردبيل,405000.0,گوسفند,1399,1,25,38.6
اردبيل,285000.0,گوساله,1399,1,25,38.6
خراسان رضوی,385000.0,گوسفند,1399,1,25,38.6
خراسان رضوی,235000.0,گوساله,1399,1,25,38.6
فارس,430000.0,گوسفند,1399,1,25,38.6
فارس,300000.0,گوساله,1399,1,25,38.6
همدان,385000.0,گوسفند,1399,1,25,38.6
همدان,305000.0,گوساله,1399,1,25,38.6
قم,415000.0,گوسفند,1399,1,25,38.6
قم,275000.0,گوساله,1399,1,25,38.6
سیستان و بلوچستان,385000.0,گوسفند,1399,1,25,38.6
سیستان و بلوچستان,275000.0,گوساله,1399,1,25,38.6
آذربايجان شرقي,390000.0,گوسفند,1399,1,25,38.6
آذربايجان شرقي,265000.0,گوساله,1399,1,25,38.6
مرکزي,405000.0,گوسفند,1399,1,25,38.6
مرکزي,275000.0,گوساله,1399,1,25,38.6
چهارمحال بختياري,415000.0,گوسفند,1399,1,25,38.6
چهارمحال بختياري,310000.0,گوساله,1399,1,25,38.6
تهران,415000.0,گوسفند,1398,12,25,47.1
تهران,325000.0,گوساله,1398,12,25,47.1
اصفهان,417500.0,گوسفند,1398,12,25,47.1
اصفهان,317500.0,گوساله,1398,12,25,47.1
يزد,440000.0,گوسفند,1398,12,25,47.1
يزد,285000.0,گوساله,1398,12,25,47.1
اردبيل,395000.0,گوسفند,1398,12,25,47.1
اردبيل,315000.0,گوساله,1398,12,25,47.1
خراسان رضوی,380000.0,گوسفند,1398,12,25,47.1
خراسان رضوی,255000.0,گوساله,1398,12,25,47.1
فارس,415000.0,گوسفند,1398,12,25,47.1
فارس,300000.0,گوساله,1398,12,25,47.1
همدان,385000.0,گوسفند,1398,12,25,47.1
همدان,315000.0,گوساله,1398,12,25,47.1
قم,430000.0,گوسفند,1398,12,25,47.1
قم,335000.0,گوساله,1398,12,25,47.1
سیستان و بلوچستان,375000.0,گوسفند,1398,12,25,47.1
سیستان و بلوچستان,255000.0,گوساله,1398,12,25,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,25,47.1
آذربايجان شرقي,275000.0,گوساله,1398,12,25,47.1
مرکزي,395000.0,گوسفند,1398,12,25,47.1
مرکزي,285000.0,گوساله,1398,12,25,47.1
چهارمحال بختياري,425000.0,گوسفند,1398,12,25,47.1
چهارمحال بختياري,322500.0,گوساله,1398,12,25,47.1
تهران,440000.0,گوسفند,1399,1,19,38.6
تهران,325000.0,گوساله,1399,1,19,38.6
اصفهان,425000.0,گوسفند,1399,1,19,38.6
اصفهان,327500.0,گوساله,1399,1,19,38.6
يزد,440000.0,گوسفند,1399,1,19,38.6
يزد,290000.0,گوساله,1399,1,19,38.6
اردبيل,400000.0,گوسفند,1399,1,19,38.6
اردبيل,305000.0,گوساله,1399,1,19,38.6
خراسان رضوی,385000.0,گوسفند,1399,1,19,38.6
خراسان رضوی,235000.0,گوساله,1399,1,19,38.6
فارس,430000.0,گوسفند,1399,1,19,38.6
فارس,300000.0,گوساله,1399,1,19,38.6
همدان,385000.0,گوسفند,1399,1,19,38.6
همدان,305000.0,گوساله,1399,1,19,38.6
قم,430000.0,گوسفند,1399,1,19,38.6
قم,335000.0,گوساله,1399,1,19,38.6
سیستان و بلوچستان,385000.0,گوسفند,1399,1,19,38.6
سیستان و بلوچستان,275000.0,گوساله,1399,1,19,38.6
آذربايجان شرقي,400000.0,گوسفند,1399,1,19,38.6
آذربايجان شرقي,275000.0,گوساله,1399,1,19,38.6
مرکزي,420000.0,گوسفند,1399,1,19,38.6
مرکزي,285000.0,گوساله,1399,1,19,38.6
چهارمحال بختياري,425000.0,گوسفند,1399,1,19,38.6
چهارمحال بختياري,330000.0,گوساله,1399,1,19,38.6
تهران,385000.0,گوسفند,1398,11,30,44
تهران,295000.0,گوساله,1398,11,30,44
اصفهان,410000.0,گوسفند,1398,11,30,44
اصفهان,315000.0,گوساله,1398,11,30,44
يزد,410000.0,گوسفند,1398,11,30,44
يزد,285000.0,گوساله,1398,11,30,44
اردبيل,380000.0,گوسفند,1398,11,30,44
اردبيل,315000.0,گوساله,1398,11,30,44
خراسان رضوی,390000.0,گوسفند,1398,11,30,44
خراسان رضوی,285000.0,گوساله,1398,11,30,44
فارس,420000.0,گوسفند,1398,11,30,44
فارس,300000.0,گوساله,1398,11,30,44
همدان,375000.0,گوسفند,1398,11,30,44
همدان,315000.0,گوساله,1398,11,30,44
قم,415000.0,گوسفند,1398,11,30,44
قم,335000.0,گوساله,1398,11,30,44
سیستان و بلوچستان,410000.0,گوسفند,1398,11,30,44
سیستان و بلوچستان,290000.0,گوساله,1398,11,30,44
آذربايجان شرقي,365000.0,گوسفند,1398,11,30,44
آذربايجان شرقي,290000.0,گوساله,1398,11,30,44
مرکزي,405000.0,گوسفند,1398,11,30,44
مرکزي,295000.0,گوساله,1398,11,30,44
چهارمحال بختياري,410000.0,گوسفند,1398,11,30,44
چهارمحال بختياري,335000.0,گوساله,1398,11,30,44
تهران,410000.0,گوسفند,1399,1,23,38.6
تهران,290000.0,گوساله,1399,1,23,38.6
اصفهان,410000.0,گوسفند,1399,1,23,38.6
اصفهان,275000.0,گوساله,1399,1,23,38.6
يزد,455000.0,گوسفند,1399,1,23,38.6
يزد,290000.0,گوساله,1399,1,23,38.6
اردبيل,405000.0,گوسفند,1399,1,23,38.6
اردبيل,285000.0,گوساله,1399,1,23,38.6
خراسان رضوی,385000.0,گوسفند,1399,1,23,38.6
خراسان رضوی,235000.0,گوساله,1399,1,23,38.6
فارس,430000.0,گوسفند,1399,1,23,38.6
فارس,300000.0,گوساله,1399,1,23,38.6
همدان,385000.0,گوسفند,1399,1,23,38.6
همدان,305000.0,گوساله,1399,1,23,38.6
قم,415000.0,گوسفند,1399,1,23,38.6
قم,275000.0,گوساله,1399,1,23,38.6
سیستان و بلوچستان,385000.0,گوسفند,1399,1,23,38.6
سیستان و بلوچستان,275000.0,گوساله,1399,1,23,38.6
آذربايجان شرقي,390000.0,گوسفند,1399,1,23,38.6
آذربايجان شرقي,265000.0,گوساله,1399,1,23,38.6
مرکزي,405000.0,گوسفند,1399,1,23,38.6
مرکزي,275000.0,گوساله,1399,1,23,38.6
چهارمحال بختياري,415000.0,گوسفند,1399,1,23,38.6
چهارمحال بختياري,310000.0,گوساله,1399,1,23,38.6
تهران,425000.0,گوسفند,1398,12,17,47.1
تهران,360000.0,گوساله,1398,12,17,47.1
اصفهان,417500.0,گوسفند,1398,12,17,47.1
اصفهان,317500.0,گوساله,1398,12,17,47.1
يزد,440000.0,گوسفند,1398,12,17,47.1
يزد,285000.0,گوساله,1398,12,17,47.1
اردبيل,395000.0,گوسفند,1398,12,17,47.1
اردبيل,315000.0,گوساله,1398,12,17,47.1
خراسان رضوی,380000.0,گوسفند,1398,12,17,47.1
خراسان رضوی,255000.0,گوساله,1398,12,17,47.1
فارس,415000.0,گوسفند,1398,12,17,47.1
فارس,300000.0,گوساله,1398,12,17,47.1
همدان,375000.0,گوسفند,1398,12,17,47.1
همدان,315000.0,گوساله,1398,12,17,47.1
قم,440000.0,گوسفند,1398,12,17,47.1
قم,335000.0,گوساله,1398,12,17,47.1
سیستان و بلوچستان,375000.0,گوسفند,1398,12,17,47.1
سیستان و بلوچستان,255000.0,گوساله,1398,12,17,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,17,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,17,47.1
مرکزي,395000.0,گوسفند,1398,12,17,47.1
مرکزي,285000.0,گوساله,1398,12,17,47.1
چهارمحال بختياري,425000.0,گوسفند,1398,12,17,47.1
چهارمحال بختياري,322500.0,گوساله,1398,12,17,47.1
تهران,425000.0,گوسفند,1398,12,21,47.1
تهران,360000.0,گوساله,1398,12,21,47.1
اصفهان,417500.0,گوسفند,1398,12,21,47.1
اصفهان,317500.0,گوساله,1398,12,21,47.1
يزد,440000.0,گوسفند,1398,12,21,47.1
يزد,285000.0,گوساله,1398,12,21,47.1
اردبيل,395000.0,گوسفند,1398,12,21,47.1
اردبيل,315000.0,گوساله,1398,12,21,47.1
خراسان رضوی,380000.0,گوسفند,1398,12,21,47.1
خراسان رضوی,255000.0,گوساله,1398,12,21,47.1
فارس,415000.0,گوسفند,1398,12,21,47.1
فارس,300000.0,گوساله,1398,12,21,47.1
همدان,375000.0,گوسفند,1398,12,21,47.1
همدان,315000.0,گوساله,1398,12,21,47.1
قم,440000.0,گوسفند,1398,12,21,47.1
قم,335000.0,گوساله,1398,12,21,47.1
سیستان و بلوچستان,375000.0,گوسفند,1398,12,21,47.1
سیستان و بلوچستان,255000.0,گوساله,1398,12,21,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,21,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,21,47.1
مرکزي,395000.0,گوسفند,1398,12,21,47.1
مرکزي,285000.0,گوساله,1398,12,21,47.1
چهارمحال بختياري,425000.0,گوسفند,1398,12,21,47.1
چهارمحال بختياري,322500.0,گوساله,1398,12,21,47.1
تهران,400000.0,گوسفند,1398,12,5,47.1
تهران,295000.0,گوساله,1398,12,5,47.1
اصفهان,410000.0,گوسفند,1398,12,5,47.1
اصفهان,310000.0,گوساله,1398,12,5,47.1
يزد,410000.0,گوسفند,1398,12,5,47.1
يزد,285000.0,گوساله,1398,12,5,47.1
اردبيل,385000.0,گوسفند,1398,12,5,47.1
اردبيل,305000.0,گوساله,1398,12,5,47.1
خراسان رضوی,385000.0,گوسفند,1398,12,5,47.1
خراسان رضوی,245000.0,گوساله,1398,12,5,47.1
فارس,410000.0,گوسفند,1398,12,5,47.1
فارس,300000.0,گوساله,1398,12,5,47.1
همدان,375000.0,گوسفند,1398,12,5,47.1
همدان,315000.0,گوساله,1398,12,5,47.1
قم,415000.0,گوسفند,1398,12,5,47.1
قم,335000.0,گوساله,1398,12,5,47.1
سیستان و بلوچستان,410000.0,گوسفند,1398,12,5,47.1
سیستان و بلوچستان,290000.0,گوساله,1398,12,5,47.1
آذربايجان شرقي,365000.0,گوسفند,1398,12,5,47.1
آذربايجان شرقي,290000.0,گوساله,1398,12,5,47.1
مرکزي,385000.0,گوسفند,1398,12,5,47.1
مرکزي,275000.0,گوساله,1398,12,5,47.1
چهارمحال بختياري,415000.0,گوسفند,1398,12,5,47.1
چهارمحال بختياري,335000.0,گوساله,1398,12,5,47.1
تهران,440000.0,گوسفند,1399,1,20,38.6
تهران,325000.0,گوساله,1399,1,20,38.6
اصفهان,425000.0,گوسفند,1399,1,20,38.6
اصفهان,325000.0,گوساله,1399,1,20,38.6
يزد,455000.0,گوسفند,1399,1,20,38.6
يزد,290000.0,گوساله,1399,1,20,38.6
اردبيل,395000.0,گوسفند,1399,1,20,38.6
اردبيل,305000.0,گوساله,1399,1,20,38.6
خراسان رضوی,385000.0,گوسفند,1399,1,20,38.6
خراسان رضوی,245000.0,گوساله,1399,1,20,38.6
فارس,430000.0,گوسفند,1399,1,20,38.6
فارس,300000.0,گوساله,1399,1,20,38.6
همدان,385000.0,گوسفند,1399,1,20,38.6
همدان,305000.0,گوساله,1399,1,20,38.6
قم,430000.0,گوسفند,1399,1,20,38.6
قم,335000.0,گوساله,1399,1,20,38.6
سیستان و بلوچستان,385000.0,گوسفند,1399,1,20,38.6
سیستان و بلوچستان,275000.0,گوساله,1399,1,20,38.6
آذربايجان شرقي,400000.0,گوسفند,1399,1,20,38.6
آذربايجان شرقي,265000.0,گوساله,1399,1,20,38.6
مرکزي,420000.0,گوسفند,1399,1,20,38.6
مرکزي,285000.0,گوساله,1399,1,20,38.6
چهارمحال بختياري,425000.0,گوسفند,1399,1,20,38.6
چهارمحال بختياري,330000.0,گوساله,1399,1,20,38.6
تهران,425000.0,گوسفند,1398,12,14,47.1
تهران,360000.0,گوساله,1398,12,14,47.1
اصفهان,417500.0,گوسفند,1398,12,14,47.1
اصفهان,317500.0,گوساله,1398,12,14,47.1
يزد,440000.0,گوسفند,1398,12,14,47.1
